Rosay	person-other
Sudamericana	organization-company
de	organization-company
Servicios	organization-company
Aéreos	organization-company
.	O

Kovzan	person-soldier
's	O
second	O
aerial	O
ramming	O
took	O
place	O
over	O
Torzhok	location-GPE
on	O
21	O
February	O
1942	O
;	O
in	O
that	O
attack	O
he	O
rammed	O
a	O
Junkers	product-airplane
Ju	product-airplane
88	product-airplane
while	O
flying	O
a	O
Yak-1	product-airplane
and	O
again	O
managed	O
to	O
land	O
his	O
damaged	O
plane	O
at	O
an	O
airfield	O
after	O
using	O
it	O
in	O
a	O
ramming	O
.	O

Dr.	person-other
Cal	person-other
Meacham	person-other
is	O
flying	O
to	O
his	O
laboratory	O
in	O
a	O
borrowed	O
Lockheed	product-airplane
T-33	product-airplane
Shooting	product-airplane
Star	product-airplane
jet	product-airplane
.	O

Partially	O
due	O
to	O
a	O
shortage	O
of	O
engines	O
,	O
the	O
Allison	product-airplane
TF41-A-2	product-airplane
,	O
a	O
licensed	O
derivative	O
of	O
the	O
Rolls-Royce	product-other
Spey	product-other
engine	O
,	O
powered	O
the	O
A-7D	product-airplane
.	O

It	O
was	O
re-engined	O
in	O
1925	O
with	O
two	O
650	O
hp	O
Rolls-Royce	product-other
Condor	product-other
IIIs	product-other
and	O
re-designated	O
the	O
Type	product-airplane
103	product-airplane
.	O

While	O
returning	O
to	O
the	O
airfield	O
,	O
Le	person-other
Gloan	person-other
shot	O
down	O
another	O
CR.42	product-airplane
and	O
another	O
BR.20	product-airplane
bomber	O
.	O

Additional	O
airlines	O
operating	O
regional	O
jets	O
from	O
the	O
airport	O
in	O
the	O
past	O
included	O
America	organization-company
West	organization-company
Express	organization-company
operated	O
by	O
Mesa	organization-company
Airlines	organization-company
with	O
Canadair	product-airplane
CRJ-200	product-airplane
aircraft	O
and	O
Frontier	product-airplane
JetExpress	product-airplane
flown	O
by	O
Horizon	organization-company
Air	organization-company
with	O
Canadair	product-airplane
CRJ-700	product-airplane
aircraft	O
with	O
both	O
air	O
carriers	O
operating	O
nonstop	O
service	O
to	O
Denver	location-GPE
.	O

Both	O
air	O
carriers	O
operated	O
their	O
Boeing	product-airplane
combi	product-airplane
jets	product-airplane
on	O
flights	O
between	O
Iceland	location-GPE
and	O
western	location-GPE
Europe	location-GPE
.	O

In	O
1961	O
,	O
Aeroflot	organization-company
had	O
service	O
to	O
Moscow	location-GPE
via	O
stops	O
at	O
Petropavlovsk	location-GPE
,	O
Kurgan	location-GPE
,	O
Sverdlovsk	location-GPE
,	O
Kazan	location-GPE
flying	O
an	O
Ilyushin	product-airplane
Il-14	product-airplane
(	O
with	O
total	O
flight	O
time	O
of	O
about	O
15	O
hrs	O
.	O
)	O
.	O

The	O
922d	organization-other
Air	organization-other
Refueling	organization-other
Squadron	organization-other
operated	O
Boeing	product-airplane
KC-135	product-airplane
Stratotankers	product-airplane
at	O
Wright-Patterson	organization-other
Air	organization-other
Force	organization-other
Base	organization-other
,	O
Ohio	location-GPE
from	O
1959	O
to	O
1975	O
,	O
when	O
its	O
parent	O
,	O
the	O
17th	organization-other
Bombardment	organization-other
Wing	organization-other
moved	O
to	O
Beale	organization-other
Air	organization-other
Force	organization-other
Base	organization-other
,	O
California	location-GPE
.	O

Powered	O
by	O
two	O
wing-mounted	O
Turbomeca	product-other
Bastan	product-other
turboprops	O
,	O
the	O
prototype	O
(	O
``	O
F-WJDN	product-airplane
``	O
)	O
first	O
flew	O
on	O
10	O
May	O
1959	O
.	O

The	O
Bristol	product-airplane
Type	product-airplane
76	product-airplane
Jupiter	product-airplane
Fighter	product-airplane
and	O
Type	product-airplane
89	product-airplane
Trainer	product-airplane
were	O
derivatives	O
of	O
the	O
British	O
fighter	O
of	O
the	O
First	event-attack,battle,war,militaryconflict
World	event-attack,battle,war,militaryconflict
War	event-attack,battle,war,militaryconflict
(	O
the	O
F.2	product-airplane
Fighter	product-airplane
)	O
,	O
powered	O
by	O
Bristol	product-airplane
Jupiter	product-airplane
radial	O
engines	O
.	O

One	O
of	O
the	O
important	O
avionic	O
upgrades	O
of	O
Su-30MK2	product-airplane
is	O
the	O
incorporation	O
of	O
several	O
electro-optical	O
(	O
optronics	O
)	O
pods	O
,	O
a	O
capability	O
that	O
is	O
added	O
to	O
earlier	O
Su-30MKK	product-airplane
during	O
upgrades	O
.	O

Later	O
UH-1	product-airplane
and	O
related	O
models	O
featured	O
twin	O
engines	O
and	O
four-blade	O
rotors	O
.	O

As	O
Airco	organization-company
was	O
busy	O
developing	O
the	O
Airco	product-airplane
DH.10	product-airplane
twin-engined	O
bomber	O
,	O
detailed	O
design	O
was	O
carried	O
out	O
by	O
Westland	organization-company
Aircraft	organization-company
.	O

On	O
May	O
24	O
,	O
2004	O
,	O
a	O
Boeing	product-airplane
Business	product-airplane
Jet	product-airplane
completed	O
the	O
first	O
North	location-bodiesofwater
Atlantic	location-bodiesofwater
flight	O
by	O
a	O
business	O
jet	O
equipped	O
with	O
FANS	product-other
.	O

Starting	O
in	O
May	O
1958	O
,	O
the	O
squadron	O
also	O
supported	O
the	O
Boeing	product-airplane
RB-47	product-airplane
Stratojet	product-airplane
combat	O
crew	O
training	O
mission	O
of	O
the	O
90th	O
Wing	O
.	O

The	O
Macchi	product-airplane
M.33	product-airplane
was	O
a	O
single-seat	O
,	O
wooden	O
,	O
shoulder-wing	O
monoplane	O
flying	O
boat	O
of	O
very	O
clean	O
aerodynamic	O
design	O
for	O
its	O
time	O
.	O

HMLA-169	organization-other
sourced	O
a	O
detachment	O
of	O
4	O
Cobras	product-airplane
and	O
3	O
Hueys	product-airplane
to	O
the	O
15th	organization-other
Marine	organization-other
Expeditionary	organization-other
Unit	organization-other
(	organization-other
15th	organization-other
MEU	organization-other
)	organization-other
,	O
which	O
was	O
the	O
among	O
the	O
first	O
Marines	O
into	O
Afghanistan	location-GPE
after	O
the	O
September	O
11	O
attacks	O
in	O
2001	O
.	O

The	O
Ilyushin	product-airplane
DB-3	product-airplane
,	O
where	O
``	O
DB	product-airplane
``	O
stands	O
for	O
``	O
Dalniy	product-airplane
Bombardirovschik	product-airplane
``	O
(	O
Russian	other-language
:	O
Дальний	product-airplane
бомбардировщик	product-airplane
)	O
meaning	O
``	O
long-range	O
bomber	O
''	O
,	O
was	O
a	O
Soviet	organization-government,governmentagency
bomber	O
aircraft	O
of	O
World	event-attack,battle,war,militaryconflict
War	event-attack,battle,war,militaryconflict
II	event-attack,battle,war,militaryconflict
.	O

In	O
March	O
1994	O
,	O
Dezhurov	person-other
began	O
flight	O
training	O
as	O
commander	O
of	O
the	O
prime	O
crew	O
of	O
the	O
Mir-18	product-airplane
mission	O
.	O

The	O
Skyways	organization-company
cargo	O
operation	O
(	O
that	O
survived	O
Dan-Air	organization-company
's	O
takeover	O
of	O
Skyways	organization-company
International	organization-company
's	O
passenger	O
operations	O
in	O
February	O
1972	O
)	O
used	O
three	O
DC-3s	product-airplane
from	O
Air	organization-company
Freight	organization-company
Ltd	organization-company
which	O
it	O
had	O
acquired	O
from	O
Skyways	organization-company
Air	organization-company
Cargo	organization-company
,	O
the	O
defunct	O
airline	O
's	O
cargo	O
subsidiary	O
,	O
in	O
1970	O
.	O

One	O
aircraft	O
was	O
powered	O
by	O
a	O
Armstrong	O
Siddeley	O
Lynx	O
Major	O
engine	O
and	O
designated	O
the	O
``	O
NiD	product-airplane
642	product-airplane
``	O
but	O
it	O
did	O
not	O
find	O
a	O
buyer	O
and	O
was	O
scrapped	O
.	O

There	O
are	O
two	O
models	O
of	O
JXN-20	product-airplane
Auspicious	product-airplane
Bird	product-airplane
,	O
JXN-20-A	product-airplane
and	O
JXN-20-B	product-airplane
,	O
one	O
is	O
powered	O
by	O
gasoline	O
,	O
and	O
the	O
other	O
by	O
methanol	O
fuel	O
.	O

This	O
was	O
the	O
cause	O
of	O
the	O
British	product-airplane
Airways	product-airplane
Flight	product-airplane
38	product-airplane
accident	O
.	O

In	O
2016	O
,	O
aircraft	O
were	O
in	O
airline	O
service	O
,	O
20	O
BAe	product-airplane
146	product-airplane
and	O
20	O
Avro	product-airplane
RJ	product-airplane
.	O

Following	O
the	O
decision	O
to	O
withdraw	O
the	O
Harrier	product-airplane
from	O
service	O
in	O
the	O
2010	O
Strategic	O
Defence	O
and	O
Security	O
Review	O
,	O
a	O
Harrier	product-airplane
GR9	product-airplane
made	O
its	O
last	O
flight	O
from	O
a	O
Royal	organization-other
Navy	organization-other
aircraft	O
carrier	O
,	O
,	O
on	O
24	O
November	O
2010	O
.	O

In	O
addition	O
there	O
is	O
an	O
Ultra-Micro	O
line	O
consisting	O
of	O
an	O
ultra	O
micro	O
Icon	product-airplane
A-5	product-airplane
,	O
P-5D	product-airplane
Mustang	product-airplane
,	O
T-28	product-airplane
Trojan	product-airplane
,	O
Night	product-airplane
Vapor	product-airplane
,	O
and	O
the	O
Ember	product-airplane
2	product-airplane
.	O

During	O
1937	O
,	O
the	O
superb	O
performance	O
of	O
the	O
B-534	product-airplane
was	O
demonstrated	O
at	O
a	O
flying	O
exhibition	O
.	O

Certain	O
aircraft	O
,	O
like	O
the	O
German	location-GPE
Bf-109	product-airplane
and	O
the	O
Macchi	location-GPE
C.202/205	product-airplane
were	O
fitted	O
with	O
``	O
ejector-type	O
exhausts	O
''	O
.	O

Assigned	O
as	O
a	O
fighter	O
pilot	O
with	O
the	O
45th	O
Pursuit	O
Squadron	O
of	O
the	O
15th	O
Pursuit	O
Group	O
at	O
Wheeler	location-other
Army	location-other
Airfield	location-other
,	O
Hawaii	location-GPE
,	O
2nd	organization-other
Lt.	organization-other
Gabreski	organization-other
trained	O
on	O
both	O
the	O
Curtiss	product-airplane
P-36	product-airplane
Hawk	product-airplane
and	O
the	O
newer	O
Curtiss	product-airplane
P-40	product-airplane
Warhawk	product-airplane
.	O

Similarly	O
,	O
when	O
in	O
1943	O
the	O
39th	O
Fighter	O
Squadron	O
became	O
the	O
first	O
American	location-GPE
squadron	O
in	O
their	O
theatre	O
with	O
100	O
kills	O
,	O
they	O
adopted	O
the	O
shark-face	O
for	O
their	O
Lockheed	product-airplane
P-38	product-airplane
Lightnings	product-airplane
.	O

At	O
March	O
1970	O
,	O
LADE	organization-company
had	O
150	O
employees	O
and	O
its	O
fleet	O
consisted	O
of	O
14	O
DC-3s	product-airplane
,	O
two	O
DC-4s	O
,	O
three	O
DC-6s	product-airplane
and	O
six	O
Twin	product-airplane
Otters	product-airplane
.	O

Rorhbach	person-other
built	O
a	O
third	O
Ro	product-airplane
VII	product-airplane
,	O
the	O
Robbe	product-airplane
II	product-airplane
.	O

According	O
to	O
the	O
magazine	O
``	O
Flying	art-writtenart
``	O
,	O
the	O
Falcon	product-airplane
200	product-airplane
variant	O
was	O
more	O
comparable	O
to	O
the	O
newer	O
Falcon	product-airplane
50	product-airplane
trijet	O
than	O
the	O
original	O
Falcon	product-airplane
20	product-airplane
model	O
.	O

Although	O
propeller-driven	O
,	O
the	O
KC-97s	product-airplane
were	O
significantly	O
faster	O
than	O
the	O
KB-29s	product-airplane
and	O
were	O
designed	O
for	O
aerial	O
refueling	O
.	O

A	O
former	O
Syrian	organization-other
Air	organization-other
Force	organization-other
MiG-23MS	product-airplane
became	O
iconic	O
of	O
the	O
Siege	O
of	O
Abu	building-other
al-Duhur	building-other
Airbase	building-other
:	O
on	O
7	O
March	O
2012	O
,	O
Syrian	organization-politicalparty
rebels	organization-politicalparty
used	O
a	O
9K115-2	product-other
Metis-M	product-other
anti-tank	O
guided	O
missile	O
to	O
hit	O
the	O
derelict	O
MiG	product-airplane
.	O

Allegiant	organization-company
Air	organization-company
uses	O
Airbus	product-airplane
A319-100s	product-airplane
and	O
Airbus	product-airplane
A320-200s	product-airplane
to	O
Las	location-GPE
Vegas	location-GPE
and	O
Phoenix	location-GPE
.	O

11s	O
were	O
equipped	O
with	O
the	O
British	location-GPE
-designed	O
Armstrong	product-airplane
Siddeley	product-airplane
Panther	product-airplane
II	product-airplane
radial	O
engine	O
,	O
the	O
first	O
14	O
of	O
which	O
were	O
made	O
in	O
the	O
United	location-GPE
Kingdom	location-GPE
.	O

Twelve	O
minutes	O
into	O
its	O
flight	O
,	O
the	O
Boeing	product-airplane
747	product-airplane
suffered	O
an	O
explosive	O
decompression	O
due	O
to	O
failure	O
of	O
its	O
rear	O
pressure	O
bulkhead	O
,	O
caused	O
by	O
a	O
faulty	O
repair	O
7	O
years	O
earlier	O
.	O

By	O
November	O
1961	O
,	O
the	O
Soviet	location-GPE
Union	location-GPE
had	O
launched	O
Yuri	person-other
Gagarin	person-other
and	O
Gherman	person-other
Titov	person-other
into	O
orbit	O
during	O
the	O
Vostok	product-airplane
1	product-airplane
and	O
Vostok	product-airplane
2	product-airplane
manned	O
orbital	O
flights	O
while	O
the	O
United	location-GPE
States	location-GPE
had	O
managed	O
only	O
suborbital	O
ones	O
.	O

The	O
DCCG	organization-other
employs	O
two	O
AgustaWestland	product-airplane
AW139	product-airplane
helicopters	product-airplane
for	O
high	O
speed	O
chase	O
,	O
and	O
search	O
and	O
rescue	O
operations	O
.	O

With	O
the	O
win	O
,	O
not	O
only	O
did	O
the	O
Jets	product-airplane
improve	O
their	O
overall	O
record	O
to	O
10–7	O
,	O
but	O
rookie	O
quarterback	O
Mark	person-athlete
Sanchez	person-athlete
and	O
rookie	O
head	O
coach	O
Rex	person-athlete
Ryan	person-athlete
picked	O
up	O
their	O
first	O
postseason	O
win	O
.	O

Another	O
derivative	O
of	O
the	O
J31	product-airplane
,	O
the	O
General	product-airplane
Electric	product-airplane
I-20	product-airplane
,	O
given	O
the	O
military	O
designation	O
J39	product-airplane
,	O
was	O
ordered	O
but	O
later	O
cancelled	O
.	O

VR-22	organization-other
flew	O
the	O
C-130F	product-airplane
and	O
was	O
based	O
at	O
Rota	location-GPE
from	O
1982	O
until	O
its	O
inactivation	O
in	O
1993	O
.	O

The	O
Me-262	product-airplane
twin	O
jet	O
and	O
Me-163	product-airplane
single	O
rocket	O
engine	O
aircraft	O
first	O
appeared	O
in	O
small	O
numbers	O
at	O
the	O
end	O
of	O
1944	O
.	O

The	O
group	O
began	O
to	O
equip	O
with	O
Douglas	product-airplane
A-26	product-airplane
Invaders	product-airplane
and	O
were	O
still	O
training	O
when	O
the	O
war	O
ended	O
.	O

The	O
new	O
airline	O
will	O
receive	O
two	O
B737-700	product-airplane
and	O
one	O
B737-800	product-airplane
aircraft	O
as	O
well	O
as	O
30	O
pilots	O
and	O
26	O
flight	O
attendants	O
from	O
Shenzhen	organization-company
Airlines	organization-company
.	O

It	O
operated	O
throughout	O
the	O
Second	event-attack,battle,war,militaryconflict
World	event-attack,battle,war,militaryconflict
War	event-attack,battle,war,militaryconflict
,	O
flying	O
with	O
Hawker	product-airplane
Hurricanes	product-airplane
,	O
Boulton	product-airplane
Paul	product-airplane
Defiants	product-airplane
and	O
later	O
de	product-airplane
Havilland	product-airplane
Mosquitoes	product-airplane
,	O
disbanding	O
on	O
10	O
October	O
1946	O
at	O
RAF	organization-other
Weston	location-GPE
Zoyland	location-GPE
.	O
